id,address,enabled,date_added,date_modified,comment,date_updated,number,invalid_domains,status
1,https://raw.githubusercontent.com/StevenBlack/hosts/master/hosts,1,1633205802,1633205802,"Migrated from /etc/pihole/adlists.list",1634421643,93465,0,2
